epoch,train_loss,val_loss,train_reg,val_reg,train_edge,val_edge,train_tv,val_tv,lr
23,0.100957,0.066090,0.100957,0.066090,0.010811,0.010148,1.50000000e-04
24,0.097375,0.064360,0.097375,0.064360,0.010436,0.009525,1.50000000e-04
25,0.099992,0.066505,0.099992,0.066505,0.011420,0.011003,1.50000000e-04
26,0.104428,0.067324,0.104428,0.067324,0.010107,0.010013,1.50000000e-04
27,0.105553,0.065601,0.105553,0.065601,0.010347,0.009457,1.50000000e-04
28,0.099524,0.069496,0.099524,0.069496,0.010354,0.010896,7.50000000e-05
29,0.097459,0.063383,0.097459,0.063383,0.011109,0.009717,7.50000000e-05
30,0.098760,0.062671,0.098760,0.062671,0.009776,0.009083,7.50000000e-05
31,0.094396,0.062870,0.094395,0.062870,0.010790,0.010001,7.50000000e-05
32,0.095336,0.061501,0.095335,0.061501,0.011176,0.009530,7.50000000e-05
33,0.095691,0.066485,0.095691,0.066485,0.010545,0.010641,7.50000000e-05
34,0.097453,0.063518,0.097453,0.063518,0.010677,0.010049,7.50000000e-05
35,0.095324,0.064303,0.095324,0.064303,0.011485,0.010525,7.50000000e-05
36,0.099665,0.060869,0.099665,0.060869,0.010652,0.009236,7.50000000e-05
37,0.095801,0.060954,0.095801,0.060954,0.011780,0.010180,7.50000000e-05
38,0.093807,0.062892,0.093807,0.062892,0.011952,0.009755,7.50000000e-05
39,0.098330,0.062914,0.098330,0.062914,0.010940,0.009549,7.50000000e-05
40,0.095632,0.062463,0.095632,0.062463,0.010862,0.009920,7.50000000e-05
41,0.093732,0.061578,0.093732,0.061578,0.010273,0.009645,7.50000000e-05
42,0.094570,0.060277,0.094570,0.060277,0.010836,0.009828,7.50000000e-05
43,0.099520,0.063431,0.099520,0.063431,0.011846,0.010166,7.50000000e-05
44,0.094109,0.058946,0.094109,0.058946,0.011917,0.009219,7.50000000e-05
45,0.094716,0.062299,0.094716,0.062299,0.010680,0.009852,7.50000000e-05
46,0.102675,0.061019,0.102675,0.061019,0.010777,0.009898,7.50000000e-05
47,0.098015,0.066432,0.098014,0.066431,0.011138,0.010431,7.50000000e-05
48,0.094802,0.060259,0.094802,0.060259,0.010302,0.009419,7.50000000e-05
49,0.094709,0.059312,0.094709,0.059312,0.011660,0.009459,7.50000000e-05
50,0.089506,0.058200,0.089506,0.058199,0.011444,0.009390,7.50000000e-05
1,0.092792,0.059068,0.092792,0.059068,0.011785,0.009571,7.50000000e-05
2,0.094836,0.062276,0.094836,0.062276,0.010291,0.009072,7.50000000e-05
3,0.091639,0.062864,0.091639,0.062863,0.010921,0.010918,7.50000000e-05
4,0.091261,0.058564,0.091261,0.058563,0.012110,0.009681,7.50000000e-05
5,0.096613,0.063207,0.096612,0.063207,0.010790,0.010917,7.50000000e-05
6,0.092804,0.059026,0.092804,0.059026,0.012068,0.010269,3.75000000e-05
7,0.087100,0.059704,0.087100,0.059704,0.012222,0.010297,3.75000000e-05
8,0.089846,0.059296,0.089845,0.059296,0.011896,0.010234,3.75000000e-05
9,0.091935,0.059601,0.091935,0.059601,0.011556,0.010302,3.75000000e-05
10,0.088564,0.059269,0.088563,0.059269,0.010977,0.009776,3.75000000e-05
11,0.097475,0.061320,0.097474,0.061320,0.010899,0.010289,3.75000000e-05
12,0.092393,0.058597,0.092393,0.058597,0.011262,0.009613,1.87500000e-05
13,0.096212,0.060568,0.096212,0.060568,0.010837,0.010336,1.87500000e-05
1,0.144520,0.090895,0.144520,0.090895,0.005323,0.001033,3.00000000e-04
2,0.147383,0.088494,0.147383,0.088494,0.006014,0.002103,3.00000000e-04
3,0.134562,0.086379,0.134562,0.086379,0.007293,0.003284,3.00000000e-04
4,0.124515,0.083810,0.124515,0.083810,0.007214,0.007080,3.00000000e-04
5,0.123442,0.080263,0.123442,0.080263,0.007638,0.007359,3.00000000e-04
6,0.123516,0.088835,0.123516,0.088835,0.006661,0.008516,3.00000000e-04
7,0.116804,0.079742,0.116804,0.079742,0.007939,0.008459,3.00000000e-04
8,0.111969,0.071092,0.111969,0.071092,0.008661,0.007367,3.00000000e-04
9,0.108857,0.071095,0.108857,0.071095,0.007727,0.008188,3.00000000e-04
10,0.124728,0.084003,0.124728,0.084003,0.008391,0.007008,3.00000000e-04
11,0.117748,0.067238,0.117748,0.067238,0.007769,0.007079,3.00000000e-04
12,0.112845,0.069563,0.112845,0.069563,0.008349,0.008260,3.00000000e-04
13,0.113692,0.074400,0.113692,0.074400,0.008745,0.008842,3.00000000e-04
14,0.105827,0.078314,0.105827,0.078314,0.009623,0.009988,3.00000000e-04
15,0.114881,0.075089,0.114880,0.075089,0.009513,0.008966,3.00000000e-04
16,0.109709,0.068851,0.109709,0.068851,0.010203,0.009102,3.00000000e-04
17,0.107937,0.068563,0.107937,0.068563,0.009470,0.008632,1.50000000e-04
18,0.102595,0.069494,0.102595,0.069494,0.009644,0.009010,1.50000000e-04
19,0.102824,0.068316,0.102824,0.068316,0.008898,0.008882,1.50000000e-04
20,0.107654,0.066162,0.107654,0.066162,0.010740,0.009315,1.50000000e-04
21,0.100882,0.065306,0.100882,0.065306,0.010767,0.009219,1.50000000e-04
22,0.104136,0.070238,0.104136,0.070238,0.009252,0.010201,1.50000000e-04
23,0.101598,0.066490,0.101598,0.066490,0.011292,0.009349,1.50000000e-04
24,0.101472,0.065549,0.101472,0.065549,0.010223,0.009431,1.50000000e-04
1,0.343812,0.092051,0.343811,0.092051,0.010867,0.002505,1.00000000e-03
2,0.167548,0.086630,0.167548,0.086630,0.006798,0.000933,1.00000000e-03
3,0.127798,0.087010,0.127798,0.087010,0.008355,0.001531,1.00000000e-03
4,0.124261,0.079931,0.124261,0.079931,0.007477,0.003527,1.00000000e-03
5,0.126291,0.078803,0.126291,0.078803,0.006285,0.006079,1.00000000e-03
6,0.122098,0.080832,0.122098,0.080832,0.007967,0.007800,1.00000000e-03
7,0.121314,0.078735,0.121313,0.078735,0.007602,0.008219,1.00000000e-03
8,0.123379,0.078322,0.123379,0.078322,0.007716,0.006610,1.00000000e-03
9,0.123430,0.078300,0.123429,0.078300,0.008014,0.008337,1.00000000e-03
10,0.113778,0.076470,0.113778,0.076470,0.007967,0.007087,1.00000000e-03
11,0.118245,0.085417,0.118245,0.085417,0.007155,0.009745,1.00000000e-03
12,0.118352,0.098863,0.118352,0.098863,0.009001,0.007255,1.00000000e-03
13,0.126729,0.070035,0.126729,0.070035,0.006944,0.006021,1.00000000e-03
14,0.118617,0.077129,0.118617,0.077129,0.008481,0.008161,1.00000000e-03
15,0.111422,0.087795,0.111422,0.087795,0.007595,0.006107,1.00000000e-03
16,0.108924,0.088688,0.108924,0.088688,0.008679,0.006391,1.00000000e-03
17,0.114288,0.085661,0.114287,0.085661,0.009578,0.007323,1.00000000e-03
18,0.112888,0.076344,0.112888,0.076343,0.008348,0.010459,1.00000000e-03
19,0.107598,0.067533,0.107598,0.067533,0.009946,0.008829,1.00000000e-03
20,0.114602,0.078810,0.114602,0.078809,0.008680,0.009151,1.00000000e-03
21,0.108521,0.073247,0.108521,0.073247,0.010088,0.008242,1.00000000e-03
22,0.105509,0.068344,0.105509,0.068344,0.010088,0.008588,1.00000000e-03
23,0.109953,0.113996,0.109952,0.113996,0.008865,0.013853,1.00000000e-03
24,0.103195,0.140595,0.103194,0.140594,0.009772,0.018051,1.00000000e-03
25,0.100567,0.282549,0.100567,0.282549,0.010719,0.024143,5.00000000e-04
26,0.100411,0.229849,0.100411,0.229848,0.010377,0.026554,5.00000000e-04
27,0.110236,0.094595,0.110236,0.094595,0.009038,0.015194,5.00000000e-04
28,0.104999,0.077492,0.104999,0.077491,0.011428,0.011990,5.00000000e-04
29,0.099139,0.064445,0.099138,0.064445,0.009823,0.009514,5.00000000e-04
30,0.097565,0.068294,0.097564,0.068294,0.011020,0.009250,5.00000000e-04
31,0.094876,0.061906,0.094876,0.061906,0.010786,0.009531,5.00000000e-04
32,0.108696,0.080776,0.108696,0.080776,0.009840,0.011168,5.00000000e-04
33,0.100049,0.063366,0.100049,0.063366,0.010527,0.008708,5.00000000e-04
34,0.101661,0.068003,0.101660,0.068003,0.011400,0.010146,5.00000000e-04
35,0.103782,0.066261,0.103782,0.066261,0.009656,0.010231,5.00000000e-04
36,0.098407,0.071654,0.098407,0.071654,0.012098,0.009498,5.00000000e-04
37,0.106666,0.061982,0.106666,0.061981,0.009042,0.009514,2.50000000e-04
38,0.100389,0.065011,0.100389,0.065011,0.011673,0.009951,2.50000000e-04
39,0.097411,0.065812,0.097411,0.065811,0.010743,0.009136,2.50000000e-04
40,0.095534,0.063043,0.095534,0.063043,0.011124,0.009470,2.50000000e-04
